"ID","Year of first issue","Day/month of first issue","Date of last issue","Title","Place of publication","Owners/ publishers/ editors","Comments","Source","Holdings"
"t1r2616",1912,"March/19","","al-Qabas","Damascus","Shukrī al-ʿAsalī and Luṭfī al-ʿAsalī","This daily newspaper was short-lived and is not to be confused with al-Qabas published by Shukrī al-ʿAsalī and Muḥammad Kurd ʿAlī between 1913 and 1914.","Ṭ",""
"t1r2617",1912,"March/21","","Al-Ṣārikh","Damascus","Dāwud Ṣidqī al-Mārdīnī, ʿIzzat al-Ḥajjār","","Ṭ",""
"t1r2618",1912,"March/23","","Al-Wafāq","Damascus","Ḥabīb Ilyās Zaḥlāwī","","Ṭ",""
"t1r2619",1912,"March/24","","Al-Majd","Damascus","ʿAlī al-Shihābī","","Ṭ",""
"t1r2620",1913,"September/30","29 January 1914","Al-Qabas","Damascus","Shukrī al-ʿAsalī, Muḥammad Kurd ʿAlī","al-Qabas was a replacement for Kurd ʿAlī's newspaper al-Muqtabas during the latter's ban from publication. Issue numbers reflected this fact.","Ṭ","Aqṣā (EAP119/1/20), AUB, FUI (microfilm)"
"t1r2621",1915,"January/23","","Al-Ittiḥād al-Islāmī","Damascus","Muḥammad al-Tuhāmī Shaṭṭa (al-Jazāʾirī)","Still published in 1917","Ṭ",""
"t1r2622",1916,"April/27","","Al-Sharq","Damascus","Published by the 4th Ottoman Army. Edited by Khalīl al-Ayyūbī, Tāj al-Dīn al-Ḥasanī, Badr al-Dīn al-Nuʿsānī, and Muḥammad Kurd ʿAlī","","Ṭ","MJU?"
"t1r2623",1916,"September/30","","Al-Sharq","Damascus","Khalīl al-Ayyūbī","Ṭ: illustrated","Ṭ",""
"t1r2624",1918,"October/14","","Al-Istiqlāl al-ʿArabī","Damascus","Rushdī al-Ṣāliḥ, Maʿrūf al-Arnaʾuṭ","","Ṭ",""
"t1r2625",1918,"October/15","","Lisān al-ʿArab","Damascus","Khayr al-Dīn al-Ziriklī, Ibrāhīm al-ʿAmr","","Ṭ",""
"t1r2626",1918,"October/23","","Sūriya al-Jadīda","Damascus","Tawfīq al-Yāzijī, Ḥabīb Kaḥḥāla","","Ṭ","MJU: 1920-22"
"t1r2627",1918,"December/2","","Al-Ḥayāt","Damascus","Farīd Ḥājj","","Ṭ",""
"t1r2628",1918,"","","Al-Ḥusām","Damascus","Muḥammad Farīd Salām","","Ṭ",""
"t1r2629",1919,"January/1","","Ḥaramūn","Damascus","Al-Ab Mīkhāʾīl Shaḥḥāda, Ilyās Baḥamdūnī","","Ṭ",""
"t1r2630",1919,"January/2","","Al-Ṣiḥḥa al-ʿUmūmiyya","Damascus","Kāmil Hilāl, Muḥammad Saʿīd al-Suyūṭī","","Ṭ",""
"t1r2631",1919,"January/25","","Al-Mufīd","Damascus","Yūsuf Ḥaydar, Khayr al-Dīn al-Ziriklī","","Ṭ",""
"t1r2632",1919,"February/14","","Al-ʿUqāb","Damascus","Asʿad Dāghir","","Ṭ",""
"t1r2633",1919,"February/16","","Al-Ḥimāra","Damascus","Qāsim al-Haymānī, Najīb Jānā","","Ṭ",""
"t1r2634",1919,"February/17","","Al-ʿĀṣima","Damascus","Al-Ḥukūma al-ʿArabiyya","","Ṭ","AUB: 1919-1921"
"t1r2635",1919,"February/20","","Al-Inqilāb","Damascus","ʿAjāj al-Haymānī, Kamāl al-Dīn al-Rifāʿī","","Ṭ",""
"t1r2636",1919,"February/27","","Al-Kanāna","Damascus","Abū al-Hudā al-Yāfī","","Ṭ",""
"t1r2637",1919,"March/9","","Al-Iʿilānāt","Damascus","Ṣāliḥ al-Ḥaylānī","","Ṭ",""
"t1r2638",1919,"June/23","","Al-Fajr","Damascus","Tawfīq al-Nāṭūr","","Ṭ",""
"t1r2639",1919,"September/20","","Al-Urdun","Damascus","Amīn Saʿīd","","Ṭ",""
"t1r2640",1919,"October/31","","Al-Fallāḥ","Damascus","ʿUmar Shākir","","Ṭ",""
"t1r2641",1919,"November/10","","Al-Ṭabl","Damascus, later Haifa, Jerusalem","Maḥmūd Luṭfī al-Ḥumṣī","in 1922 the director is Ibrāhīm Muḥammad Karīm","Ṭ","NLoI: 1922-24"
"t1r2642",1919,"December/26","","Al-Difāʿ","Damascus","Tawfīq al-Yāzijī","","Ṭ",""
"t1r2643",1920,"February/18","","Fatā al-ʿArab","Damascus","Maʿrūf al-Arnāʾuṭ","","Ṭ",""
"t1r2644",1920,"March/13","","Al-Ḥaqq","Damascus","Muḥammad al-Unsī","","Ṭ",""
"t1r2645",1920,"March/19","","Al-Muḥīṭ","Damascus","Naẓmī Ḥamzāwī","","Ṭ",""
"t1r2646",1920,"","","Al-ʿIfrīt","Damascus","Muḥammad Kāmil","","Ṭ",""
"t1r2647",1920,"July/3","","Al-Sharq","Damascus","Ibrāhīm Ṭawṭaḥ","","Ṭ",""
"t1r2648",1920,"September/1","","Alif Bāʾ","Damascus","Yūsuf al-ʿĪsā","","Ṭ","MJU: 1920-24, 1941-55; online 1920, 1921, 1922, 1923, 1924"
"t1r2649",1920,"October/2","","Al-ʿUmrān","Damascus","Ilyās Qūzmā, Qiblān al-Riyāshī","","Ṭ","MJU: 1920-21"
"t1r2650",1921,"July/3","","Abū Nuwwās al-ʿAṣrī","Damascus","Amīn Saʿīd","","Ṭ",""
"t1r2651",1922,"February/1","","Al-Anwār","Damascus","Yūsuf al-Ḥājj","","Ṭ",""
"t1r2652",1923,"July/24","","Al-Fayḥāʾ","Damascus","Qāsim al-Haymānī, Shafīq Shabīb","","Ṭ",""
"t1r2653",1923,"October/18","","Al-Ḥaqq","Damascus","Muḥammad Ṣubḥī ʿUqda","","Ṭ",""
"t1r2654",1924,"January/1","","Al-Ḥākimiyya","Damascus","Ismāʿīl Ḥaqqī al-Kharbūṭlī","","Ṭ",""
"t1r2655",1924,"January/2","","Ḥuṭṭ bi-l-Khurj","Damascus","Hāshim Khānkān","","Ṭ",""
"t1r2656",1924,"January/20","","Al-Mufīd","Damascus","Yūsuf Ḥaydar, Najīb Ḥaydar","","Ṭ",""
"t1r2657",1924,"March/28","","Abū al-ʿAlāʾ al-Maʿarrī","Damascus","Muḥammad Rāghib al-ʿUthmānī","","Ṭ",""
"t1r2658",1924,"May/29","","Wādī Baradā","Damascus","Ismāʿīl Ḥaqqī al-Kharbūṭlī","","Ṭ",""
"t1r2659",1924,"November/27","","Al-Muṣawwar","Damascus","Muḥammad Ṭāhir al-Tannīr","","Ṭ",""
"t1r2660",1924,"December/17","","Barīd al-Sharq","Damascus","Yūsuf Ḥaydar","","Ṭ",""
"t1r2661",1925,"January/20","","Al-Mīzān","Damascus","Aḥmad Shākir al-Karmī","","Ṭ",""
"t1r2662",1925,"June","","Al-Muṣāriʿ","Damascus","Tawfīq ʿAṭṭār Ḥasan","","Ṭ",""
"t1r2663",1925,"","","Al-ʿĀlam","Damascus","Fāʾiz Salāma, Jūrj Qaṭṭīnī","","Ṭ",""
"t1r2664",1926,"July/28","","Al-Aṣmaʿī","Damascus","Yūsuf al-ʿĪsā and Co.","","Ṭ",""
"t1r2665",1926,"August/27","","Al-Anbāʾ","Damascus","Muḥammad al-Dālātī","","Ṭ",""
"t1r2666",1927,"January/14","","Al-Ṣaḥrāʾ al-Muṣawwara","Damascus","Ismāʿīl Ḥaqqī, Ṭāriq Mumtāz","","Ṭ",""
"t1r2667",1927,"May/23","","Al-Mustaqbal","Damascus","Sharīf al-Usṭa","","Ṭ",""
"t1r2668",1927,"July/1","","Al-Shaʿb","Damascus","Tawfīq Jānā","","Ṭ",""
"t1r2669",1927,"July/11","","Lisān al-Aḥrār","Damascus","Hāshim Khānkān","","Ṭ",""
"t1r2670",1927,"September/6","","Al-Ḥayāt al-Muṣawwara","Damascus","Nāẓim al-Shamʿa","","Ṭ",""
"t1r2671",1927,"October/10","","Al-Sihām","Damascus","Muḥyī al-Dīn al-Badaywī","","Ṭ",""
"t1r2672",1927,"October/15","","Al-Ḥayāt al-Adabiyya","Damascus","Adīb al-Tanbakjī","","Ṭ",""
"t1r2673",1928,"July/6","","Al-Istiqlāl","Damascus","Rāghib al-ʿUthmānī","","Ṭ",""
"t1r2674",1928,"July/8","","Al-Mirṣād","Damascus","ʿAbd al-Hādī al-Yāzijī","","Ṭ",""
"t1r2675",1928,"August/2","","Al-Khāzūq","Damascus","Basīm Murād","","Ṭ",""
"t1r2676",1928,"August/13","","Abū al-Nuwwās","Damascus","Mahdī al-Lawjī, Aḥmad al-ʿĪtānī","","Ṭ",""
"t1r2677",1928,"","","Al-Niẓām","Damascus","Fawzī Amīn","","Ṭ",""
"t1r2678",1928,"September/1","","Al-Qabas","Damascus","ʿĀdil Kurd ʿAlī, Najīb al-Rayyis","","Ṭ",""
"t1r2679",1929,"April/29","","Al-Umma","Damascus","ʿAbd Allāh al-Ūbarī","","Ṭ",""
"t1r2680",1929,"","","Al-Muḍḥik al-Mubkī","Damascus","Ḥabīb Kaḥḥāla","","Ṭ",""
"t1r2681",1929,"December/22","","Al-Tharwa","Damascus","Niqūlā Qashīshū, Suhayl al-Sayyid","","Ṭ",""
"t1r2682",1909,"November/13","","Ḥumṣ","Homs","Al-Maṭrān Ithnāsiyūs ʿAṭā Allāh and Qusṭanṭīn Yannī","","Ṭ","A few scant copies at Harv"
"t1r2683",1910,"July/2","","Ḍāʿat al-Ṭāsa","Homs","Yūsuf Khālid al-Masaddī","","Ṭ",""
"t1r2684",1911,"February/28","","Al-Madrasa","Homs","Tawfīq al-Najīb al-Atasī","","Ṭ",""
"t1r2685",1911,"October/5","","Jāddat al-Rashād","Homs","Ḥanā Khabbāz","","Ṭ",""
"t1r2686",1912,"January/19","","Dalīl Ḥumṣ","Homs","Qusṭanṭīn Yannī","","Ṭ",""
"t1r2687",1912,"March/14","","Al-Tanbīh","Homs","Muḥammad al-Khālid Jalabī","","Ṭ",""
"t1r2688",1914,"February/1","","Jirāb al-Kurdī","Homs","Tawfīq Jānā","","Ṭ",""
"t1r2689",1918,"December/28","","Al-Tanbīh","Homs","ʿAbd al-Ḥamīd al-Mawṣulī","","Ṭ",""
"t1r2690",1921,"October/11","","Fatā al-Sharq","Homs","Muḥammad Adīb al-Sāʿāt","","Ṭ",""
"t1r2691",1922,"February/28","","Al-Samīr","Homs","ʿAbd al-Majīd al-Harīsī","","Ṭ",""
"t1r2692",1922,"March/16","","Ṣadā Sūriyā","Homs","Nasīb Shāhīn, Wahba Mubayyiḍ","","Ṭ",""
"t1r2693",1909,"October/19","1326 aH","Lisān al-Sharq","Hama","Aḥmad al-Ṣābūnī","","Ṭ",""
"t1r2694",1910,"July/20","","Unkhulī Yā Hilāla","Hama","ʿAbd al-Raḥmān al-Miṣrī","","Ṭ",""
"t1r2695",1910,"September/1","","Al-Maknasa","Hama","Shams al-Dīn al-ʿAlawānī","","Ṭ",""
"t1r2696",1911,"January/2","","Al-Sayf","Hama","Muḥammad Sālim al-Amīr, Muḥammad Sālim al-Bārūdī","","Ṭ",""
"t1r2697",1911,"August/7","","Al-Nahr al-ʿĀṣī","Hama","Muḥammad Jābir","","Ṭ",""
"t1r2698",1917,"July/13","","Ḥamāh","Hama","ʿAbd al-Raḥmān al-Miṣrī","","Ṭ",""
"t1r2699",1918,"","","Nahr al-ʿĀṣī","Hama","ʿAbd al-Raḥmān al-Miṣrī","","Ṭ",""
"t1r2700",1919,"January/1","","Al-Tawfīq","Hama","Al-Duktūr Tawfīq Jījaklī","","Ṭ",""
"t1r2701",1919,"March/1","","Al-Ikhāʾ","Hama","Jibrān Massawaḥ","","Ṭ",""
"t1r2702",1919,"May/18","","Al-Hadaf","Hama","Ibrāhīm al-Shaykh Saʿīd","","Ṭ",""
"t1r2703",1919,"October/11","","Al-Shaʿb","Hama","ʿAbd al-Razzāq al-Aswad","","Ṭ",""
"t1r2704",1908,"August","","Al-Ḥawādith al-Dākhiliyya","Aleppo","Najīb Knaydir","","Ṭ",""
"t1r2705",1908,"September/19","","Ḥalab al-Shahbāʾ","Aleppo","Muḥammad Nāfiʿ Talas","","Ṭ",""
"t1r2706",1908,"October/1","","Ṣadā al-Shahbāʾ","Aleppo","Ḥikmat Nāẓim, Kāmil al-Ghazzī","","Ṭ",""
"t1r2707",1908,"October/15","","Al-Taqaddum","Aleppo","Shukrī Knaydir","","Ṭ",""
"t1r2708",1909,"May/21","","Al-Taqaddum","Aleppo","Knaydir Ikhwān","","Ṭ",""
"t1r2709",1909,"July/5","","Al-Khaṭīb","Aleppo","Al-Shaykh Ibrāhīm al-Muʾadhdhin","","Ṭ",""
"t1r2710",1909,"August/5","","Al-Shaʿb","Aleppo","Liyūn Ḥumṣī, Fatḥ Allāh Qasṭūn","","Ṭ",""
"t1r2711",1910,"February","","Maskhara","Aleppo","Nurī, Mānūʾil","","Ṭ",""
"t1r2712",1910,"March/28","","Kashkūl","Aleppo","Fātiḥ ʿUmarī","","Ṭ",""
"t1r2713",1910,"May/12","","Al-Ahālī","Aleppo","Mānūʾil, ʿĀṣim","","Ṭ",""
"t1r2714",1910,"June/27","","Lisān al-Ahālī","Aleppo","Ardāshis Yūghīkiyān","","Ṭ",""
"t1r2715",1910,"July/2","","Al-Iʿlān","Aleppo","Fatḥ Allāh Qasṭūn","","Ṭ",""
"t1r2716",1911,"April/2","","Tanwīr al-Afkār","Aleppo","ʿĪsā Muḥammad Hāshim","","Ṭ",""
"t1r2717",1911,"April/8","","Maktablī","Aleppo","Fātiḥ ʿUmarī, Aḥmad Sāmī","","Ṭ",""
"t1r2718",1911,"April/18","","Al-Marsaḥ","Aleppo","Maḥmūd Dahnī","","Ṭ",""
"t1r2719",1911,"May/7","","Al-Nihār","Aleppo","Ḥusayn Ḥāzim","","Ṭ",""
"t1r2720",1911,"June/28","","Al-Ṣidq","Aleppo","Muṣṭafā Rushdī al-Ḥumṣī","","Ṭ",""
"t1r2721",1911,"July/1","","Al-ʿIfrīt","Aleppo","Sāmī Ghālibī, Muḥammad al-Miṣrī","","Ṭ",""
"t1r2722",1911,"July/5","","Hūbbālā","Aleppo","Mānūʾil","","Ṭ",""
"t1r2723",1911,"September/5","","Al-Ghūl","Aleppo","Muṣṭafā Rashwānī","","Ṭ",""
"t1r2724",1911,"November/29","","Tushubbuth","Aleppo","Mānūʾil","","Ṭ",""
"t1r2725",1918,"November/29","","Al-ʿArab","Aleppo","Aḥmad Sāmī al-Sirāj","","Ṭ",""
"t1r2726",1918,"December/9","","Ḥalab","Aleppo","official","","Ṭ",""
"t1r2727",1918,"December/12","","Al-Ṣāʿiqa","Aleppo","Buṭrus Muʿawwaḍ","","Ṭ",""
"t1r2728",1919,"February/2","","Ḥuqūq al-Bashar","Aleppo","ʿAbd al-Ḥamīd al-Jābirī","","Ṭ",""
"t1r2729",1919,"February/3","","Al-Nahḍa","Aleppo","Muḥammad Ṣubḥī Baṣmajī","","Ṭ",""
"t1r2730",1919,"April/29","","Al-Rāya","Aleppo","Munīb al-Nāṭūra","","Ṭ",""
"t1r2731",1919,"May/2","","Al-Miṣbāḥ","Aleppo","ʿAbd al-Ḥamīd al-Kīlānī, ʿAbd al-Wudūd al-Kīlānī","","Ṭ",""
"t1r2732",1919,"May/3","","Al-Barīd al-Sūrī","Aleppo","Fāḍil Shukrī Aswad","","Ṭ",""
"t1r2733",1919,"October/8","","Al-Furāt","Aleppo","Mārdīrūs Ḥakīmiyān","","Ṭ",""
"t1r2734",1920,"January/8","","Al-Waṭan","Aleppo","Shākir Niʿmat al-Shaʿbānī","","Ṭ",""
"t1r2735",1920,"February/12","","Al-ʿAdl","Aleppo","Muḥammad Ṣubḥī Baṣmajī","","Ṭ",""
"t1r2736",1920,"August/3","","Al-Umma","Aleppo","Buṭrus Muʿawwaḍ","","Ṭ",""
"t1r2737",1921,"April/5","","Al-Āmāl","Aleppo","Ṣadīq Ṣandūq","","Ṭ",""
"t1r2738",1921,"April/11","","Sūriyya al-Shimāliyya","Aleppo","Anṭūn Yūsufākī Shaʿrāwī","","Ṭ",""
"t1r2739",1921,"April/20","","Shafaq","Aleppo","Zakariyyā Riḍā","","Ṭ",""
"t1r2740",1921,"","","Al-Marsaḥ","Aleppo","Shafaq","","Ṭ",""
"t1r2741",1923,"November/9","","Al-Taraqqī al-Sūrī","Aleppo","Bahāʾ al-Dīn al-Kātib","","Ṭ",""
"t1r2742",1924,"April/6","","Al-Kalima","Aleppo","Al-Ab Būlus Qūshāqjī","","Ṭ",""
"t1r2743",1925,"March/26","","Al-Waqt","Aleppo","Ṭāhir Sammāqiyya","","Ṭ",""
"t1r2744",1925,"September/26","","Al-Mīthāq","Aleppo","Muḥammad Sharaf al-Dīn al-Qārūqī","","Ṭ",""
"t1r2745",1926,"July/30","","Al-Thaʿbān","Aleppo","Fuʾād Ḥusnī al-Mudarris","","Ṭ",""
"t1r2746",1926,"August/13","","Al-Marsaḥ","Aleppo","Knaydir","","Ṭ",""
"t1r2747",1926,"September/25","","Al-Ittiḥād","Aleppo","Maḥmūd Wahbī","","Ṭ",""
"t1r2748",1927,"May/8","","ʿAlā Kīfak","Aleppo","Fahmī al-Ḥaffār, Ilyās Qayshar","","Ṭ",""
"t1r2749",1928,"February/20","","Al-Tāj","Aleppo","Amīn Tāj al-Dīn","","Ṭ",""
"t1r2750",1928,"April/6","","Al-Salām","Aleppo","Jalāl Qadrī","","Ṭ",""
"t1r2751",1928,"April/18","","Al-Ahālī","Aleppo","Shākir Niʿmat al-Shaʿbānī","","Ṭ",""
"t1r2752",1928,"August/27","","Al-Jihād","Aleppo","Muḥammad Fahmī al-Ḥaffār","","Ṭ",""
"t1r2753",1922,"July/18","","Al-Khalīj","Iskandarūna","Al-Arshmandīt Aghnāṭiyūs, Al-Arshdiyākun Ḥanānyā","","Ṭ",""
"t1r2754",1926,"","","Ṣadā al-Iskandarūna","Iskandarūna","A. Būlus","Ṭ: only advertisements in Arabic, otherwise in French","Ṭ",""
"t1r2755",1927,"March/19","","Anṭākiya","Anṭākiya","Isbīr Bāsīl, Jūrj Madanī","","Ṭ",""
"t1r2756",1918,"May/15","","Jūl","Dayr al-Zūr","official","","Ṭ",""
"t1r2757",1911,"October/19","","Al-Jawalān","Qunayṭra","Aḥmad Ḥamdī","","Ṭ",""
"t1r2758",1927,"October/7","","Mārij","Qunayṭra","Ḥāghūr Ṭāriq Mumtāz","","Ṭ",""
"t1r2759",1909,"May/4","at least 288 issues","Al-Lādhaqiyya","Latakia","Muḥammad Saʿīd Ḥasan Saʿīd","","Ṭ",""
"t1r2760",1910,"August/27","","Al-Muntakhab","Latakia","Idwār Murquṣ","","Ṭ",""
"t1r2761",1911,"July/23","","Abū al-Nuwwās","Latakia","Muḥammad Ṣubḥī ʿAqda","","Ṭ",""
"t1r2762",1912,"November/7","","ʿUkāz Abū al-Nuwās","Latakia","Muḥammad Ṣubḥī ʿAqda","","Ṭ",""
"t1r2763",1913,"June/26","","Abū al-Nuwās al-Jadīd","Latakia","Muḥammad Ṣubḥī ʿAqda","","Ṭ",""
"t1r2764",1913,"July/24","","Abū Firās","Latakia","Muḥammad Ṣubḥī ʿAqda, Maḥmūd Hārūn","","Ṭ",""
"t1r2765",1913,"","","Al-ʿArabiyya","Latakia","Muḥammad Saʿīd Ḥasan","","Ṭ",""
"t1r2766",1916,"April/1","","Mā Ṣanaʿa al-Ḥaddād","Latakia","ʿAbd al-Ḥamīd Ḥaddād","","Ṭ",""
"t1r2767",1919,"February/22","","Al-Nahḍa al-Jadīda","Latakia","Idwār Murquṣ","","Ṭ",""
"t1r2768",1921,"April/17","","Al-Lādhqaiyya","Latakia","ʿAbd al-Ḥamīd Ḥaddād, Ṣubḥī al-Ṭawīl","","Ṭ",""
"t1r2769",1921,"April/17","","Al-Ṣadā al-ʿAlawiyya","Latakia","ʿĀbid Jamāl al-Dīn","","Ṭ",""
"t1r2770",1921,"April/20","","Al-Zamr","Latakia","Khalīl al-Majdalī","","Ṭ",""
"t1r2771",1921,"December/22","","Al-Manār","Latakia","Al-Maṭrān Arsāniyūs Ḥaddād","","Ṭ",""
"t1r2772",1922,"March","","Al-Nashra al-Shahriyya li-l-Āʿmāl al-Idāriyya","Latakia","official","","Ṭ",""
"t1r2773",1922,"August","","Al-Naḥla","Latakia","Miṣbāh Shuraytiḥ","","Ṭ",""
"t1r2774",1924,"January/29","","Al-Iʿtidāl","Latakia","Muḥammad Jamīl Shūmān","","Ṭ",""
"t1r2775",1926,"","","Jarīdat Dawlat al-ʿAlawīyīn","Latakia","official","","Ṭ",""
"t1r2776",1927,"","","Ṣadā al-Lādhaqiyya","Latakia","ʿAbd al-Ḥamīd Ḥaddād","","Ṭ",""
"t1r2777",1929,"July/7","","Al-Raghāʾib","Latakia","Ḥikmat Sharīf, Muḥammad Naḥlūs","","Ṭ",""
"t1r2778",1928,"January/18","","Al-Adhamiyya","Jabla","Fāris Kanj","","Ṭ",""
"t1r2779",1923,"May/28","","Al-Sharq al-ʿArabī","Amman","official","","Ṭ, also n.1.","MJU: 1923-27"
"t1r2780",1927,"June/23","","Jazīrat al-ʿArab","Amman","Ḥusām al-Dīn al-Khaṭīb","","Ṭ",""
"t1r2781",1927,"June/25","","Al-Sharīʿa","Amman","Kamāl ʿAbbās, Maḥmūd al-Karmī","","Ṭ",""
"t1r2782",1927,"October/13","","Ṣadā al-ʿArab","Amman","Ṣāliḥ al-ʿImādī, ʿAlī Manṣūr","","Ṭ",""
"t1r2783",1903,"September/1","","Al-Quds al-Sharīf","Jerusalem","official","","Ṭ",""
"t1r2784",1904,"","","Al-Nafīr al-ʿUthmānī, later al-Nafīr","Alexandria?, Jerusalem, after 1913 Haifa","Ibrāhīm Zakā","","Ṭ","NLoI: 1911, 1920-1932"
"t1r2785",1906,"March/27","","Al-Ṣihyawn","Jerusalem","Madrasat Ṣihyawn al-Inklīziyya","Ṭ: lithographed","Ṭ",""
"t1r2786",1908,"September/18","","Al-Quds","Jerusalem","Jurjī Ḥabīb Ḥanāniyā","","Ṭ","Online (#1-391)"
"t1r2787",1908,"September","","Al-Aḥlām","Jerusalem","unknown","Ṭ: lithographed","Ṭ",""
"t1r2788",1908,"November","","Al-Dīk al-Ṣayyāḥ","Jerusalem","unknown","Ṭ: lithographed","Ṭ",""
"t1r2789",1908,"December/5","","Bashīr Filasṭīn","Jerusalem","Aṭnāsiyūn Tiyūfīlū Bāndāzī","","Ṭ",""
"t1r2790",1908,"","","Munabbih al-Amwāt","Jerusalem","unknown","Ṭ: lithographed","Ṭ",""
"t1r2791",1908,"","","Al-Bulbul","Jerusalem","unknown","Ṭ: hizliyya","Ṭ",""
"t1r2792",1908,"","","Al-Ṭāʾir","Jerusalem","unknown","Ṭ: lithographed","Ṭ",""
"t1r2793",1908,"December/23","","Al-Inṣāf","Jerusalem","Bandalī Ilyās Mashḥūr","","Ṭ",""
"t1r2794",1908,"December/24","","Al-Najāḥ","Jerusalem","Aḥmad al-Rīmāwī","","Ṭ",""
"t1r2795",1910,"December/26","","Al-Dustūr","Jerusalem","Al-Madrasa al-Dustūriyya","","Ṭ",""
"t1r2796",1912,"February/8","","Al-Munādī","Jerusalem","Saʿīd Jār Allāh","","Ṭ",""
"t1r2797",1913,"November/26","","Al-Dustūr","Jerusalem","Jamīl al-Khālidī","","Ṭ",""
"t1r2798",1913,"December/18","","Al-Quds al-Sharīf","Jerusalem","official","","Ṭ",""
"t1r2799",1914,"March/18","","Al-Iʿtidāl","Jerusalem","Bakrī al-Samhūrī","","Ṭ",""
"t1r2800",1919,"September/8","","Sūriyya al-Janūbiyya","Jerusalem","Muḥammad Ḥasan al-Barbarī","","Ṭ",""
"t1r2801",1919,"September/17",1938,"Mirʾāt al-Sharq","Jerusalem","Būlus Shaḥāda","","Ṭ's data is corrected based on first issue","Aqṣā: 1922-1936 (EAP119/1/24), NLoI: 1919-1938"
"t1r2802",1919,"December/26","","Bayt al-Maqdis","Jerusalem","Bandalī Ilyās Mashḥūr","","Ṭ","NLoI: 1920-22"
"t1r2803",1920,"April/13","","Al-Quds al-Sharīf","Jerusalem","Ḥasan Ṣidqī al-Dajjānī","","Ṭ","NLoI: 1920"
"t1r2804",1920,"May/11","","Barīd al-Yawm","Jerusalem","A. Safīr","","Ṭ, first issue","NLoI: 1920"
"t1r2805",1920,"September/6","","Al-Aqṣā","Jerusalem","Ṣāliḥ ʿAbd al-Laṭīf al-Ḥusaynī","","Ṭ",""
"t1r2806",1920,"November/28","","Yawm al-Rabb","Jerusalem","Al-Qasīs Isbīr Ḍūmiṭ","","Ṭ",""
"t1r2807",1921,"January/1","","Jarīdat Ḥukūmat Filasṭīn al-Rasmiyya","Jerusalem","official","","Ṭ",""
"t1r2808",1921,"January/15","","Raqīb Ṣihyawn","Jerusalem","Baṭrīrkiyya al-Lāqīn","","Ṭ","NLoI: 1924-1940"
"t1r2809",1921,"","","Al-Ṣabāḥ","Jerusalem","Muḥammad al-Budayrī, Yūsuf Yāsīn","","Ṭ",""
"t1r2810",1921,"June/24","","Lisān al-ʿArab","Jerusalem","Ibrāhīm Salīm Najjār","","Ṭ","NLoI: 1921-25"
"t1r2811",1922,"November/1","","Ūrushalīm Jadīda","Jerusalem","W.w.Katlīnk (Gatling)","","Ṭ",""
"t1r2812",1924,"May/18","","Al-Zanbaqa","Jerusalem","Kashshāfat al-Qaddīs Jirjis","","Ṭ",""
"t1r2813",1925,"April","","Ittiḥād al-ʿUmmāl","Jerusalem","Lisān Ḥāl al-ʿUmmāl fī Filasṭīn","","Ṭ","NLoI: 1925-28"
"t1r2814",1926,"September/23","","Al-Iʿlān","Jerusalem","Mīshāl Salīm Najjār","","Ṭ","NLoI: 1926-28"
"t1r2815",1927,"January/20","","Al-Jāmiʿa al-ʿArabiyya","Jerusalem","Munīf al-Ḥusaynī","","Ṭ, first issue","Aqṣā: 1927-1936 (EAP119/1/13), MJU; NLoI: 1927-30"
"t1r2816",1927,"May/22","","Al-Ṣaghīr","Jerusalem","Jamʿiyyat al-Kardīnāl Farrārī","","Ṭ",""
"t1r2817",1928,"March","","Ilā al-Amām","Jerusalem","Al-Ḥizb al-Shuyūʿī al-Filasṭīnī","","Ṭ",""
"t1r2818",1928,"May/18","","Al-Maʿād","Jerusalem","Mīshāl Salīm Najjār","","Ṭ",""
"t1r2819",1909,"June/29","","Al-Akhbār","Jaffa","Bandalī Ghurābī","","Ṭ","NLoI: 1919-42"
"t1r2820",1910,"May/1","","Al-Iʿtidāl al-Yāffī","Jaffa","Bakrī al-Samhūrī","","Ṭ",""
"t1r2821",1910,"June/20","","Al-Ḥurriyya","Jaffa","Tawfīq al-Samhūrī","","Ṭ",""
"t1r2822",1911,"January/14",1967,"Filasṭīn","Jaffa","ʿĪsā Dāwud al-ʿĪsā, Yūsuf al-ʿĪsā","","Ṭ","Aqṣā: 1923-1951 (EAP119/1/22), MJU: 1921-67, NLoI: 1911 (from n. 51)-1948"
"t1r2823",1911,"January/28","","Al-Akhbār al-Usbūʿiyya","Jaffa","Ḥannā Faḍḍūl Ṣabbāgha","","Ṭ",""
"t1r2824",1912,"March/13","","Abū Shādūf","Jaffa","Wahba Tamārī","","Ṭ",""
"t1r2825",1914,"January/16","","Ṣawt al-ʿUthmāniyya","Jaffa","Al-Duktūr Shamʿūn Mūyāl","","Ṭ",""
"t1r2826",1920,"May/31","","Al-Salām","Jaffa","Nasīm Mallūl","","Ṭ",""
"t1r2827",1924,"January/31","","Al-Jazīra","Jaffa","Ḥasan Fahmī, Muḥammad Kāmil al-Dajānī","","Ṭ","NLoI: 1925-27"
"t1r2828",1925,"September/2","","Al-Ṣirāṭ al-Mustaqīm","Jaffa","ʿAbdallah al-Qalqīlī","","Ṭ","Aqṣā: 1928-1938 (EAP119/1/14), NLoI: 1928-1943"
